"W1","W2","W3","W4","A","Y"
0,0.761973861604929,0.109843689527692,0.152184353616295,0,0.422755803975243
0,0.932909828843549,0.472902087428944,0.310300435503834,1,0.128175774902559
1,0.470678497571498,0.257052379036606,-0.391036087041318,0,0.689871569351996
1,0.603588067693636,-0.241288566563764,-0.235103306379116,0,0.680570405999416
0,0.484989680582657,0.397398217239099,0.940520472734308,0,0.351130898553213
1,0.10880631650798,0.665881168455151,1.5389330988873,0,0.00201260060725321
1,0.247726832982153,-1.93529146751495,-2.68715639554444,0,1.33774939244385e-05
1,0.498514530714601,0.619202034936824,0.482484496309634,0,0.385934974959926
1,0.372866708086804,0.042876910541699,0.677919877625239,0,0.24695334034099
0,0.934691370232031,-0.103867040662999,-0.714151754653304,0,0.398680605408143
0,0.523986077867448,1.60711326204077,0.222196398090066,0,0.000729266872566622
0,0.317144671687856,-0.118048862609509,-0.630663805534049,0,0.603497505281332
1,0.277966029476374,-0.00857103920100999,-0.538349908821388,1,0.628990093722335
0,0.787540507735685,0.81162503235882,0.837635605600921,1,0.0491726555803418
1,0.702462512534112,1.76445245162281,1.54331670252913,1,0.00099595837565853
0,0.165027638664469,0.196332661155863,0.323128312570557,0,0.459704546813202
1,0.0644575387705117,-0.290372130903457,-0.52171502639271,0,0.547442729000261
1,0.754705621628091,-1.2461090879493,-1.04119600399706,0,0.462305118341076
0,0.620410033036023,-0.218142514719332,-0.418612133862357,0,0.55662927795117
1,0.169576766667888,-1.22982160638167,-0.577976198402552,0,0.601036188086097
1,0.0622140523046255,-0.0471079251921011,-0.450958843044945,0,0.579817482891298
0,0.109029268613085,0.299699399122501,0.458904077543942,1,0.331627540740588
1,0.381716351723298,-0.576963882262824,-1.06161595081093,0,0.389857692010115
0,0.169310914585367,2.49092219977361,2.60485204035839,0,6.72085650512712e-07
0,0.298652542056516,0.163118671046185,0.136975778906084,0,0.503969360007231
0,0.192209535045549,1.54832352117604,0.625673564702754,1,0.000842873147641473
0,0.257170021301135,-2.16211087662455,-2.24110701507605,1,0.0014518759794954
0,0.181231822818518,0.389457268804029,1.03588691607569,1,0.215132401379042
1,0.477313709678128,-1.45253311333943,-1.07931500472077,0,0.260850319371942
0,0.770737042883411,0.845408870634335,0.923868829380621,1,0.029436187051949
0,0.0277871224097908,0.709438628285516,0.0563800163796132,1,0.111408620781325
1,0.527310776989907,-0.712154890925046,-0.0717419829110875,0,0.676974846275967
0,0.880319068906829,1.25194088613096,1.2953214487133,1,0.00313420631341569
0,0.373063371982425,-0.550699686068486,-0.798146361348653,0,0.457306396819971
1,0.0479591316543519,-1.00810490279378,-0.108729010582902,1,0.420385355352359
1,0.138628246728331,-0.752038856462532,-1.17356193108536,0,0.22482253103741
1,0.321492120390758,-0.725712426771456,-0.559554785497943,0,0.556851303947358
0,0.154831611318514,0.558031530181853,1.26006802856256,0,0.345014834151502
1,0.132228172151372,0.252195865964352,0.582046875523009,0,0.287958813713036
0,0.221305927727371,1.05081268972892,0.88264966978578,0,0.0275632700191067
1,0.226380796171725,-0.260615599778377,-0.489792633491487,0,0.552597598652042
1,0.13141653384082,0.264723485195536,0.45923922597333,0,0.350854184265867
1,0.981563460314646,0.0942077101847985,0.375452899503871,0,0.563581424977984
1,0.327013726811856,-1.37682623402363,-1.36663454112705,1,0.146429396318787
1,0.506939497077838,1.3493663970435,2.07151064006798,1,1.36709355913653e-05
1,0.68144251476042,0.147336455371148,0.111278784054115,0,0.654522845321777
0,0.0991691031958908,0.928113518815141,0.54454555978813,1,0.0180769070102135
0,0.118902558228001,0.771468219101025,1.06577386207225,0,0.13488110508305
1,0.0504396595060825,0.554350387955182,-0.65161545671417,0,0.44871863356101
1,0.929253919748589,-0.401470283274016,-0.186777421845876,0,0.718486515306505
0,0.673712232848629,0.723409482677666,0.995606206519388,0,0.164410777566562
1,0.0948578554671258,-0.945674629086821,-1.06884358334033,0,0.236792396115208
0,0.492596120806411,2.20191384276514,1.59002933115015,0,7.15499661833091e-06
0,0.461551840649918,-0.260791817978321,-0.477139272306136,0,0.477642912326506
0,0.375216530868784,1.16646748977905,2.01534452852783,1,0.00672898117571466
0,0.991099219536409,1.65801942376248,1.25077977134503,1,0.000131793739621743
0,0.176350713707507,0.718359549718482,-0.558771774770146,0,0.139740008838955
1,0.813435208518058,0.323093031784686,0.767978182713431,1,0.0981639517803972
1,0.0684466371312737,-0.848089597048879,-1.1226687523158,1,0.160690201822975
